,이름,주소
1019,동인천역전,인천 중구 참외전로 122(인현동) 
1020,응암오거리,서울 은평구 응암로 177 
1021,대전신성,대전시 유성구 신성남로 45(신성동) 
1022,안산신도시,경기 안산시 단원구 고잔동 광덕대로 154 로데오타운 1F 
1023,경주안강,경북 경주시 안강읍 비화원로 77 
1024,장안사거리,서울 동대문구 답십리로 287 
1025,대전가장,대전 서구 가장로106(롯데리아) 
1026,대구논공,대구 달성군 논공읍 논공로 741 
1027,대구나이스수성,대구 수성구 수성로 227 
1028,안동옥동,경북 안동시 경북대로 418 
1029,대구안지랑,대구 남구 대명로 160-2 
1030,울산호계,울산 북구 호계로 302 
1031,창원팔용,창원시 의창구 팔룡동 77-1번지
1032,여수신기,전남 여수시 선소로 84  (신기동) 
1033,경남창녕,경남 창녕군 창녕읍 명덕로 70 
1034,시흥시화,경기 시흥시 옥구상가2길 4 
1035,인천청천,대우자동차 서문 위  영아다방 사거리 효성동 방면
1036,혜화,서울 종로구 창경궁로 273 
1037,금왕,충북 음성군 금왕읍 무극로 250 
1038,염창,서울 강서구 양천로 657 
1039,구미오태D/T,경북 구미시 금오대로 292 
1040,양평,경기 양평군 양평읍 역전길3 
1041,울산온산,울산 울주군 온산읍 덕신리 270-8 
1042,울산태화,울산 중구 태화로 174 
1043,광주금호,광주 서구 금화로 89  (금호동) 
1044,의정부용현,경기 의정부시 충의로 62 
1045,단구GS마트,강원 원주시 서원대로390 
1046,안양역사,경기 안양시 만안구 만안로 232 
1047,홈플러스센텀시티,부산 해운대구 센텀동로 1-224 
1048,부산안락,부산 동래구 안락로 134 
1049,남양주청학,경기 남양주시 청학로중앙길15 
1050,안산초지,경기 안산시 단원구 광덕1로 55 
1051,포항흥해,경북 포항시 북구 흥해읍 흥해로 38 
1052,창원도계,경남 창원시 의창구 도계로 99 
1053,일산탄현,경기 고양시 일산서구 일현로 47 
1054,홈플러스동수원,경기 수원시 팔달구 호원로 257 
1055,광양,전남 광양시 광양읍 매천로835 
1056,명지대학,서울시 서대문구 남가좌2동 324-31
1057,개봉역,서울 구로 경인로 40길 47 1F 
1058,롯데마트울산,울산 남구 달동 삼산로 74(달동) 
1059,양산덕계,경남 양산시 덕계로 78 
1060,동암남부,동암남로 5
1061,광주하남,광주광역시 광산구 월곡1동 538-2
1062,인천강화,인천 강화군 강화읍 강화대로 419 
1063,광주진월,광주 남구 서문대로 662 
1064,궁전라벤더,대구 동구 아양로 52 
1065,익산부송,전북 익산시 부송로66 
1066,전주아중,전북 전주시 덕진구 무삼지로 66 
1067,울진D/I,경북 울진군 울진읍 읍내리 47 
1068,대전중촌,대전 중구 목중로 22 1층 롯데리 
1069,장현,경기 남양주시 진접읍 장현로 93 
1070,삼천포벌리,경남 사천시 주공로 9 
1071,금촌로터리,경기 파주시 황골로 39 
1072,남부터미널,서울 서초구 효령로 289 장곡빌딩 103호 
1073,하남신장,경기 하남시 대청로73 
1074,홈플러스울산,울산 중구 번영로 475 
1075,킴스순천,전남 순천시 비봉2길 4-12 
1076,화성남양,화성시 남양동 남양사거리 안쪽 아이리스프라자 1층
1077,안산본오,경기 안산시 상록구 샘골로 150 동성빌딩 101 
1078,인천작전,인천 계양구 안남로 548 
1079,천안쌍용,충남 천안시 동남구 쌍용대로 84 
1080,인천용현,인천 남구 낙섬중로 42 
1081,석관,서울 성북구 돌곶이로 75 
1082,신김포공항,서울 강서구 하늘길 김포공 
1083,홈플러스구월,인천 남동구 에술로 198 (구월동) 
1084,청주하복대,충북 청주시 흥덕구 진재로 56 
1085,인천학익,인천 남구 매소홀로 466 
1086,시흥중앙,서울 금천구 금하로 712 
1087,청주대학,충북 청주시 상당구 상당로 255 
1088,원주하나로,단계동 원예하나로 클럽내 롯데리아
1089,삼척,강원 삼척시 진주로32 
1090,수원터미널,경기 수원시 권선구 경수대로 270 1311호 
1091,양주덕정,경기 양주시 고암길 306-77 
1092,시흥은행,경기 시흥시 대은로83 
1093,대전송촌,대전 대덕구 동춘당로 94번길 11-7 
1094,공주신관,충남 공주시 흑수골길 34 
1095,군산나운,전북 군산시 하나운로 73 
1096,광주오치,광주 광역시 북구 오치동 949-27
1097,울산범서,울산 울주군 범서읍 천상길 29 
1098,일산마두,경기 고양시 일산동구 일산로 239번길 
1099,평택안중,경기 평택시 안중읍 안중로 109-2 
1100,수원권선,경기 수원시 권선구 동수원로 242번길 20 
1101,고성,경남 고성군 고성읍 동외로 178번길 3-19 
1102,까치산역,까치산역3번출구에서 50미터
1103,대전송강,대전 유성구 구즉로 71 
1104,김해진영,경남 김해시 진영읍 여래로 18 
1105,강원대학,강원 춘천시 서부대성로 243 
1106,구미동아,경북 구미시 송원동로 28 
1107,청주사천,충북 청주시 상당구 사뜸로 49 
1108,경산사동,경북 경산시 원효로32길 23 
1109,대구신당,대구 달서구 계대동문로 24-1 
1110,해남,전남 해남군 해남읍 중앙2로 해남읍 중앙2로 22 
1111,창원대학,경남 창원시 의창구 퇴촌로 31-1 
1112,신림녹두,서울 관악구 신림로23길 16 
1113,일동,경기 포천시 일동면 화동로 1051번길 4-7 
1114,충주칠금,충북 충주시 칠금12길 5 
1115,안산한양대,경기 안산시 상록구 광덕1로 379 
1116,진천,충북 진천군 진천읍 중앙동로 56 
1117,홈플러스거제,경남 거제시 장평로 12 홈플러스지하1층 
1118,구로가산,서울 금천구 디지털로 188 
1119,청주분평,충북 청주시 흥덕구 월평로 4 
1120,북비산,대구 서구 달서로 182 
1121,대전노은,대전 유성구 은구비로42 
1122,안산D/T,경기 안산시 상록구 예술광장1로 68 
1123,대전갈마,대전 서구 갈마로64 
1124,경주황성,경북 경주시 황성로 33 
1125,성환,충남 천안시 서북구성환읍 성환2로 372-1 
1126,포항양덕,경북 포항시 북구 천마로 68 
1127,월드점,잠실 키자니아 맞은편
1128,광주운남,광주 광산구 하남대로 282 
1129,인천남동구청,인천 남동구 장승남로 54 
1130,창원대방,경남 창원시 성산구 가양로124번길 13 
1131,아차산역,서울 광진구 천호대로 665 
1132,광양중동,전남 광양시 공영로62(중동) 
1133,울산터미널,울산 남구 화합로 133 
1134,태안,충남 태안군 태안읍 동백로 291-4 
1135,탑마트신다대,부산 사하구 다송로 58 
1136,인천연수,인천 연수구 샘말로 55 
1137,계룡,충남 계룡시 엄사면 엄사리 번영로 36번지 
1138,동수원,경기 수원시 팔달구 인계로 166번길 48-21 
1139,진주상대,경남 진주시 동진로175 
1140,청주사창,충북 청주시 흥덕구 내수동로116(사창동) 
1141,시흥정왕,경기 시흥시 정왕대로 220 
1142,청주율량,충북 청주시 청원구 율봉로 197 102.103호(율량동875-6) 
1143,거제옥포,경남 거제시 옥포로 177 
1144,여천,전남 여수시 시청로 43 (학동) 
1145,춘천명동EXP,강원 춘천시 중앙로1가 91 
1146,먹골역,서울 중랑구 공릉로  12(묵동) 
1147,경안제일,경기 광주시 중앙로 152 
1148,쌍문역,서울 도봉구 도봉로 484 
1149,광주일곡,광주 북구 설죽로 506-3  (일곡동) 
1150,대구화원,대구 달성군 화원읍 비슬로 2566-1 
1151,GS마트상계,서울 노원구 한글비석로 471 
1152,신부여,충남 부여군 부여읍 사비로 86 
1153,부천고강,경기 부천시 오정구 역곡로481번길 9 
1154,전곡,경기 연천군 전곡읍 온골로 49 
1155,안양,경기 안양시 만안구 안양로 292번길 28 
1156,마석,경기 남양주시화도읍 마석로 14 
1157,나주,전남 나주시 나주로 179 
1158,철원동송,강원 철원군 동송읍 이평1리 679-2 
1159,부산반여,부산 해운대구 재반로 209 
1160,순천금당,전남 순천시 조례못등길25(조례동) 
1161,목동사거리,서울 양천구 등촌로 28 
1162,전주효자CGV,전북 전주시 완산구 용머리로 46 
1163,서산터미날,충남 서산시 안견로 190 
1164,대구북부터미날,대구 서구 서대구로 295-6 
1165,사천,경남 사천시 정동면 옥산로 46번지 청솔빌딩 1층 
1166,인천부개,인천 부평구 길주남로 155 
1167,신평탑마트,부산 사하구 하신중앙로 210 
1168,세이브마트,서울 관악구 난곡로 220 
1169,옥천,충북 옥천군 옥천읍 중앙로 45 
1170,대구평리,대구 서구 국채보상로 246 
1171,대구용산,대구 달서구 평리로 50 
1172,인천옥련,인천 연수구 둑배로 40번길 39 
1173,광주봉선,광주 남구 봉선 중앙로82(봉선동) 
1174,부산대신,부산 서구 구덕로 340번길 4 
1175,청주개신,충북 청주시 흥덕구 경신로 31-1 
1176,천안백석,"천안시 서북구 백석동 861 웰빙라이프103,104호"
1177,주안고려,인천 남구 주안동 미추홀대로 743 
1178,청주용암,충북 청주시 상당구 월평로 172 
1179,광주염주,광주 서구 월드컵4강로 66(화정동) 
1180,남해,경남 남해군 남해읍 화전로 52-1 
1181,금산,충남 금산군 금산읍 인삼로 71(앤이씨티 101호) 
1182,인천병방,인천 계양구 장제로 907 
1183,홍천,강원 홍천군 홍천읍 신장대리 79-71 
1184,여주,경기 여주시 세종로 21 
1185,마천,서울 송파구 마천로 315 
1186,영대병원,대구 남구 대명로 313 
1187,전주서신,전북 전주시 완산구 당산로 112  (서신동) 
1188,포항오천,경북 포항시 남구 오천읍 정몽주로 675 
1189,충북영동,충북 영동군 영동읍 중앙로 22-1 
1190,인천구월,"모래내시장 입구,롯데캐슬 정문 맞은편"
1191,인천계양,인천 계양구 용종로 2 계산프라자 1층 
1192,노원역,서울 노원구 상계로 64 
1193,증평,충북 증평군 증평읍 중앙로 215-1 
1194,강변씨네마,서울 광진구 광나루로 56길 85 
1195,점촌,경북 문경시 호서로 2 
1196,구포,부산 북구 낙동대로 1698 
1197,금호,서울 성동구 장터길 23 
1198,강변테크노,서울 광진구 광나루로 56길 85 지하1층 
1199,영도남항,남항동 농협 사거리에 위치.
1200,신탄진,대전시 대덕구 신탄진로818-1 
1201,면목중앙,서울 중랑구 면목로 415 
1202,대전타임월드,대전 서구 둔지로 17(둔산동) 
1203,평택중앙,경기 평택시 평택2로 10번길 10-3 
1204,부산장림,부산 사하구 장평로 145번길 77 
1205,김해어방,경남 김해시 인제로 190 
1206,북마산,경남 창원시 마산회원구 북성로 118 
1207,광주충장,광주 동구 충장로 77-7 
1208,인천신기,인천 남구 인하로 287 
1209,제주시청,제주 제주시 중앙로 246-1 
1210,팔달시장,대구 북구 팔달로 145 
1211,김제,전북 김제시 화동길 6 
1212,순천연향,순천연향동 동부 상설시장 옆
1213,경북왜관,경북 칠곡군 왜관읍 중앙로 212 
1214,수원화서,경기 수원시 팔달구 팔달로 105 
1215,대구대곡,대구 달서구 도원로 30 
1216,영도동삼,부산 영도구 동삼로 25 
1217,원주우산,강원 원주시 우산로 72 
1218,구서,부산 금정구 구서로 3-1 
1219,창원용호,경남 창원시 의창구 용지로153번길 7 
1220,포천,경기 포천시 신읍동 41-3번지
1221,홍성,충남 홍성군 홍성읍 아문길29번길82 
1222,하양,경북 경산시 하양읍 하양로 126 
1223,대구계명,대구 남구 현충로 250 
1224,구미인동,경북 구미시 인동중앙로 36-10 
1225,영천시장,경북 영천시 완산로 완산로 73 
1226,대전도마,대전 서구 계백로 1435 
1227,문현,부산 남구 수영로 15 
1228,용인터미널,경기 용인시 처인구 중부대로 1486 
1229,구미형곡,경북 구미시 형곡동로 54 
1230,구로시장,서울 구로구 구로6동 141-5
1231,동두천,경기 동두천시 중앙로 270 
1232,거창,경남 거창군 거창읍 아림로 20-1 
1233,통영,경남 통영시 중앙로 111 
1234,인천백운,인천 부평구 경원대로1240번길 
1235,하남덕풍,경기 하남시 신장로 147 
1236,언양,울산 울주군 언양읍 읍성로 27 
1237,신제주,"제주 제주시 연북로 22, 101호 "
1238,덕천,부산 북구 덕천 1길 26 
1239,제물포,인천 남구 경인로 124 
1240,대전중동,대전시 동구 중앙로 189-1(중동) 
1241,대구복현,대구 북구 검단로 8 
1242,대구지산,대구 수성구 지범로 203 
1243,대구효목,대구 수성구 화랑로 116 
1244,양주리치마트,경기 양주시 덕계동 평화로1415 
1245,예산,충남 예산군 예산읍 예산로194번길 13-2 
1246,울산대학,울산 남구 대학로 90-1 
1247,논산,논산 터미널 옆에 위치 해있습니다
1248,남원,전북 남원시 남문로 448 
1249,부천원미,경기 부천시 원미구 부천로 53 
1250,산본중앙,경기 군포시 산본로 343번길 21 
1251,대구봉덕,대구 남구 봉덕로 90-1 
1252,부천원종,부천시 오정구 원종동 280-13
1253,정읍,전북 정읍시 조곡천 1길 55(수성동) 
1254,부산비프광장,부산 중구 구덕로 58-1 
1255,신갈,경기 용인시 기흥구 신갈로 60 
1256,강릉터미날,강원 강릉시 하슬라로 15 
1257,성남수정,경기 성남시 수정구 태평동 수정로 121 
1258,보은,충북 보은군 보은읍 보은로 95 
1259,김해부원,경남 김해시 가락로 13 
1260,성남양지,경기 성남시 수정구 산성대로 531 
1261,상주,경북 상주시 중앙로 185 
1262,대구만촌,대구 수성구 청호로 498 
1263,부산용호,부산 남구 용호로 136-1 
1264,양산,경남 양산시 삼일로 91 
1265,대천,충남 보령시 번영로 41(대천동) 
1266,동대구,대구 동구 동부로 30길 7(신세계백화점 맞은편) 
1267,금촌,금촌역 일방통행길
1268,여수중앙,전남 여수시 통제영3길12 
1269,공주,충남 공주시 웅진로 150 
1270,화곡시장,서울 강서구 가로공원로 76길 56 (화곡동) 1층 
1271,군산,전북 군산시 대학로 52 
1272,안산선부,경기 안산시 단원구 달미로 63 
1273,대구감삼,대구 서구 달구벌대로 1669 
1274,대구상인,대구 달서구 상인서로 107 
1275,안산상록수,경기 안산시 상록구 상록수로40 
1276,둔산선사,대전광역시 서구 청사서로 42 효성프라자 1층
1277,부천송내,경기 부천시 원미구 부일로 202-13 
1278,김천,경북 김천시 김천로 124-5 
1279,마산창동,경남 창원시 마산합포구 창동거리길 28-1 
1280,대구신암,대구 동구 신암로 102-1 
1281,부산진역,부산 동구 중앙대로 377 
1282,성대시장,서울시 동작구 동작구 상도3동 324-1 (지하철7호선 신대방삼거리역 1번출구)
1283,서귀포,제주 서귀포시 중정로61번길 9(서귀포) 
1284,경산,경북 경산시 중앙로 83 
1285,응암,서울 은평구 은평로 136 
1286,석계,서울 노원구 화랑로 325 
1287,온양,충남 아산시 온궁로 32 
1288,성남신흥,경기 성남시 수정구 산성대로 241번길 239 
1289,부산연산,부산 연제구 반송로8 
1290,속초,강원도 속초시 금호동 중앙로 128
1291,순천,전남 순천시 중앙 6길 14 
1292,수원매탄,경기 수원시 영통구 중부대로 248 
1293,구로디지털역,서울 관악구 시흥대로 578 
1294,대전동부,대전 동구 동서대로1695번길 30 
1295,영주,경북 영주시 번영로 156 
1296,대전버드내,대전 중구 태평로 30 
1297,구미,경북 구미시 구미중앙로 100 
1298,부산양정,부산 부산진구 양정1동 중앙대로 901-1 
1299,불광,서울 은평구 통일로 741 
1300,인천계산,인천 계양구 경명대로 1049(계산동) 
1301,충주,충북 충주시 예성로151 
1302,제천,제천시 중앙로1가 119번지
1303,원당,경기 고양시 덕양구 마상로 154번길 68 (성사동) 
1304,춘천명동,강원 춘천시 조양동 125 
1305,길동,서울 강동구 천호대로 1124 
1306,포항,경북 포항시 북구 중앙로 282 
1307,마들역,서울 노원구 동일로 1528 
1308,언더랜드,서울 송파구 올림픽로 240 
